10846	2112
11009	4224
11015	4224
11033	4224
11046	4224
11064	4224
11075	4224
11092	4224
11107	4224
11123	4224
11139	4224
11155	4224
11171	4224
11187	4224
11203	4224
11219	4224
11236	4224
11249	4224
11265	4224
11282	4224
11297	4224
11314	4224
11331	4224
11347	4224
11364	4224
11381	4224
11398	4224
11414	4224
11431	4224
11453	4224
11492	4224
11504	4224
11516	4224
11547	4224
11565	4224
11576	4224
11594	4224
11608	4224
11624	4224
11643	4224
11655	4224
11670	4224
11687	4224
11701	4224
11717	4224
11735	4224
11752	4224
11766	4224
11783	4224
11798	4224
11814	4224
11831	4224
11847	4224
11864	4224
11881	4224
11898	4224
11914	4224
11931	4224
11953	4224
11968	4224
11983	4224
11999	4224
12014	4224
12031	4224
12048	4224
12065	4224
12080	4224
12098	4224
12114	4224
12131	4224
12148	4224
12165	4224
12181	4224
12202	4224
12219	4224
12233	4224
12251	4224
12266	4224
12282	4224
12298	4224
12314	4224
12331	4224
12349	4224
12370	4224
12389	4224
12405	4224
12421	4224
12437	4224
12451	4224
12466	4224
12483	4224
12497	4224
12514	4224
12531	4224
12548	4224
12564	4224
12581	4224
12598	4224
12614	4224
12631	4224
12648	4224
12664	4224
12681	4224
12702	4224
12718	4224
12735	4224
12748	4224
12764	4224
12781	4224
12798	4224
12814	4224
12831	4224
12848	4224
12865	4224
12881	4224
12898	4224
12914	4224
12931	4224
12948	4224
12970	4224
12984	4224
12999	4224
13014	4224
13031	4224
13048	4224
13065	4224
13081	4224
13097	4224
13115	4224
13131	4224
13148	4224
13164	4224
13181	4224
13203	4224
13219	4224
13235	4224
13251	4224
13266	4224
13282	4224
13298	4224
13314	4224
13331	4224
13348	4224
13364	4224
13381	4224
13398	4224
13414	4224
13431	4224
13448	4224
13468	4224
13484	4224
13500	4224
13516	4224
13531	4224
13548	4224
13564	4224
13581	4224
13598	4224
13614	4224
13631	4224
13648	4224
13665	4224
13681	4224
13698	4224
13720	4224
13735	4224
13750	4224
13765	4224
13781	4224
13798	4224
13814	4224
13831	4224
13847	4224
13865	4224
13881	4224
13898	4224
13915	4224
13931	4224
13953	4224
14134	5376
14636	9792
15031	15360
16115	22656
18699	41088
28051	92160
56336	245376
57149	393984
57245	393984
57314	393984
57381	393984
57452	393984
57520	393984
57581	393984
57657	393984
57712	393984
57793	393984
57863	393984
57931	393984
57999	393984
58072	393984
58146	393984
58215	393984
58278	393984
58344	393984
58421	393984
58510	393984
58598	393984
58668	393984
58737	393984
58826	393984
58928	393984
59004	393984
59073	393984
59135	393984
59206	393984
59311	393984
59407	393984
59544	393984
59681	393984
59798	393984
59982	393984
60095	393984
60294	393984
60447	393984
60571	393984
60725	393984
60895	393984
61010	393984
61142	393984
61290	393984
61430	393984
61549	393984
61652	393984
61756	393984
61831	393984
61907	393984
62017	393984
62125	393984
62226	393984
62328	393984
62395	393984
62463	393984
62546	393984
62617	393984
62683	393984
62763	393984
62840	393984
62904	393984
62993	393984
63061	393984
63133	393984
63218	393984
63280	393984
63349	393984
63441	393984
63512	393984
63583	393984
63655	393984
63717	393984
63815	393984
63883	393984
63954	393984
64025	393984
64101	393984
64192	393984
64269	393984
64348	393984
64441	393984
64580	393984
64653	393984
64722	393984
64810	393984
64870	393984
64949	393984
65017	393984
65100	393984
65189	393984
65262	393984
65329	393984
65444	393984
65561	393984
65691	393984
65816	393984
65917	393984
65999	393984
66067	393984
66160	393984
66234	393984
66311	393984
66383	393984
66480	393984
66594	393984
66668	393984
66733	393984
66812	393984
66904	393984
66989	393984
67081	393984
67154	393984
67219	393984
67304	393984
67364	393984
67432	393984
67495	393984
67558	393984
67626	393984
67709	393984
67778	393984
67872	393984
67934	393984
68010	393984
68081	393984
68161	393984
68227	393984
68305	393984
68379	393984
68465	393984
68530	393984
68612	393984
68681	393984
68779	393984
68854	393984
68945	393984
69042	393984
69117	393984
69197	393984
69323	393984
69420	393984
69490	393984
69560	393984
69625	393984
69691	393984
69777	393984
69846	393984
69922	393984
69998	393984
70073	393984
70139	393984
70199	393984
70262	393984
70334	393984
70404	393984
70464	393984
70528	393984
70603	393984
70683	393984
70763	393984
