3122	28672
1569	24576
1180	17408
1171	16896
1169	16896
1267	18432
1347	19456
1380	19456
1331	19456
1313	19456
1299	19456
1316	19456
1250	18432
1248	18432
1230	18432
1316	19456
1322	19456
1427	21504
1284	18432
1248	18432
1158	17408
1170	17408
1215	18432
1229	18432
1334	19456
1294	19456
1355	20480
1279	19456
1279	19456
1257	18432
1253	18432
1373	18432
1320	19456
1484	19456
1635	21504
1377	18432
1214	17408
1180	16896
1147	16896
1229	18432
1233	18432
1283	19456
1300	19456
1384	20480
1304	19456
1290	19456
1229	18432
1223	18432
1216	18432
1299	19456
1286	19456
1344	20480
1279	19456
1215	18432
1287	19456
1198	17408
1158	17408
1233	18432
1320	19456
1295	19456
1354	20480
1299	19456
1283	19456
1223	18432
1201	18432
1215	18432
1301	19456
1350	19456
1364	20480
1247	18432
1182	17408
1299	19456
1134	16896
1143	16896
1221	18432
1274	19456
1304	19456
1379	20480
1334	19456
1315	19456
1267	18432
1254	18432
1225	18432
1214	18432
1286	19456
1366	20480
1397	20480
1232	18432
1280	19456
1182	17408
1200	17408
1227	18432
1304	19456
1314	19456
1366	20480
1295	19456
1280	19456
1217	18432
1212	18432
1271	18432
